George Armstrong Custer,CS,Creating a web interface for leading armies into battle
Tyrion Lannister,DS,Creating an app for developing political strategies
Hellboy,DS,Creating an app for smoking cigars
Billy Bob Thornton,CS,Building a REST API for playing intense characters
Ferdinand Magellan,CSDS,Building a REST API for searching for a new world
Voltaire,CS,Building a REST API for writing novels
Amy Winehouse,CS,Building a REST API for singing jazz songs
Francis Bacon,CS,Creating a web interface for painting dark pictures
Leonardo DiCaprio,CS,Building a REST API for dating supermodels
Leonardo DiCaprio,CS,Creating a web interface for dating supermodels
Mother Teresa,CS,Building a service to help feeding the poor
Travis Bickle,DS,Building a service to help planning assassinations
Noam Chomsky,CS,Building a REST API for studying linguistics
Tiny Tim Cratchit,DS,Creating an app for saying grace
Edith Piaf,CSDS,Building a REST API for singing melancholy songs
Edward Scissorhands,DS,Creating a web interface for making topiary sculptures
Frank Zappa,CSDS,Building a service to help writing experimental songs
George Orwell,CSDS,Creating an app for warning about totalitarianism
Sid Vicious,CS,Building a REST API for scandalizing polite society
Jeremy Clarkson,CS,Building a service to help test-driving cars
Hercule Poirot,DS,Creating an app for tricking criminals
Joseph Smith,CS,Creating a web interface for recruiting dissidents
Liza Minnelli,CS,Creating an app for over-acting
James Joyce,CS,Building a REST API for writing modern fiction
Richard Dawkins,CS,Building a REST API for promoting atheism
Ridley Scott,CS,Creating a web interface for directing science fiction movies
Johannes Gutenberg,CS,Creating an app for pioneering new technologies
Chandler Bing,DS,Building a service to help making sarcastic remarks
Han Solo,DS,Building a REST API for doing the Kessel run
Dolly Parton,CS,Creating an app for singing country music
Lucifer,DS,Creating a web interface for promoting wickedness
Eddy Merckx,CS,Creating an app for pedalling furiously
Ernest Hemingway,CS,Creating a web interface for writing short stories
Darth Vader,DS,Building a REST API for fighting the forces of good
Keith Moon,CS,Building a service to help raising cain
Archimedes,CS,Building a REST API for proving math theorems
James Bond,DS,Creating an app for killing for Mi6
Tony Robbins,CS,Building a service to help giving self-help lectures
Mel Brooks,CS,Building a service to help directing comedies
Noam Chomsky,CS,Building a service to help promoting democracy
Salvador Dali,CS,Creating a web interface for painting surreal pictures
Billy Bob Thornton,CSDS,Building a service to help playing intense characters
Hulk Hogan,CS,Building a REST API for pretending to fight
Catwoman,DS,Building a REST API for stealing jewels
Lady Macbeth,DS,Building a service to help wielding political power
Pac Man,DS,Building a service to help chasing electronic ghosts
Jeremy Clarkson,CS,Creating an app for test-driving cars
Freddy Krueger,DS,Building a REST API for creating nightmares
Ralph Nader,CS,Creating a web interface for campaigning for consumer rights
Walt Longmire,CS,Creating a web interface for interpreting evidence
René Descartes,CSDS,Building a REST API for teaching philosophy
Freddy Krueger,DS,Creating a web interface for slashing victims
George Clooney,CSDS,Building a service to help womanizing
Jonathan Swift,CS,Building a service to help writing political satires
Billy Bob Thornton,CSDS,Building a service to help starring in indy movies
Tom Waits,CS,Creating a web interface for singing blues songs
Pablo Picasso,CS,Building a service to help painting abstract pictures
Yogi Berra,CS,Creating an app for mangling idioms
Buffy Summers,DS,Creating an app for hunting monsters
Tony Robbins,CS,Building a service to help selling self-help books
Tyler Durden,DS,Creating a web interface for engaging in bare-knuckle fighting
Robin Williams,CS,Creating a web interface for telling zany jokes
Carl Bernstein,CS,Building a REST API for following the money
Wolverine,DS,Creating a web interface for punishing criminals
Doris Day,CS,Creating a web interface for starring in romantic comedies
Mrs. Doubtfire,DS,Building a REST API for performing household chores
Ridley Scott,CS,Creating an app for making science fiction movies
Leonard Hofstadter,DS,Building a REST API for collecting comic books
Stephen Jay Gould,CS,Creating a web interface for collecting fossils
Stephen Jay Gould,CS,Building a REST API for collecting fossils
John Constantine,DS,Building a REST API for smoking Silk Cut cigarettes
Sauron,DS,Creating an app for building an army
Frida Kahlo,CSDS,Creating a web interface for painting colorful pictures
Doris Day,CS,Creating an app for starring in romantic comedies
Carrie Bradshaw,DS,Creating an app for shopping for shoes
Joseph Smith,CSDS,Creating a web interface for searching for the messiah
Ray Kroc,CSDS,Building a service to help selling franchises
Salvador Dali,CS,Building a service to help painting surreal pictures
Jeff "Comic Book Guy" Albertson,DS,Creating a web interface for being condescending to customers
Richard Dawkins,CS,Creating an app for explaining natural selection
George Clooney,CSDS,Building a REST API for promoting political causes
Savonarola,CS,Building a service to help ranting about liberals
Agent Phil Coulson,DS,Creating a web interface for running a clandestine spy organization
Elton John,CSDS,Creating an app for  shopping for shoes
Charlie Brown,DS,Creating an app for playing baseball
Jamie Oliver,CSDS,Creating an app for cooking dinners
Ernest Hemingway,CS,Building a REST API for writing about manly pursuits
Eddy Merckx,CSDS,Building a REST API for winning cycling races
Jeremy Clarkson,CSDS,Building a service to help hosting automotive shows
Jeff "Comic Book Guy" Albertson,DS,Creating a web interface for selling comic books
Abraham Lincoln,CS,Building a service to help fighting civil wars
Harvey Weinstein,CS,Creating a web interface for seducing women
Professor James Moriarty,DS,Building a REST API for plotting criminal schemes
Bridget Jones,DS,Creating a web interface for drinking too much red wine
Alexander the Great,CS,Creating an app for building empires
Sherlock Holmes,DS,Building a service to help finding clues
René Descartes,CSDS,Building a REST API for spreading philosophy
Tyler Durden,DS,Building a REST API for engaging in bare-knuckle fighting
Nelson Mandela,CSDS,Creating an app for fighting for democracy
Bruce Banner,DS,Creating a web interface for flying into a rage
Dr. Eldon Tyrell,DS,Creating an app for building replicants
Sitting Bull,CSDS,Building a REST API for instigating rebellion
Jeremy Clarkson,CS,Building a REST API for hosting automotive shows
Mrs. Doubtfire,DS,Building a REST API for looking after children
Sylvester the Cat,DS,Creating an app for prowling for dinner
Jeff "Comic Book Guy" Albertson,DS,Creating a web interface for spouting movie trivia
Sylvester Stallone,CS,Creating a web interface for making action movies
Noam Chomsky,CS,Creating an app for promoting democracy
Lady Macbeth,DS,Building a REST API for wielding political power
Raymond Chandler,CS,Creating a web interface for writing detective fiction
Agent Phil Coulson,DS,Creating a web interface for collecting Captain America trading cards
Jabba the Hutt,DS,Building a service to help running a smuggling business
Hulk Hogan,CSDS,Creating an app for pretending to fight
Al Capone,CS,Building a REST API for selling illegal alcohol
Michelangelo,CS,Creating a web interface for carving magnificent statues
Ophelia,DS,Creating a web interface for singing bawdy songs
Sam Winchester,DS,Building a REST API for hunting demons
Edward Scissorhands,DS,Creating an app for making ice sculptures
Patch Adams,CSDS,Creating a web interface for treating the sick with jokes
Tyler Durden,DS,Creating an app for causing mayhem
Hellboy,DS,Building a REST API for killing demons
Agent Phil Coulson,DS,Building a service to help running a clandestine spy organization
Lady Macbeth,DS,Creating an app for manipulating political pawns
Cinderella,DS,Building a REST API for  climbing social ladders
Charles Dickens,CS,Building a service to help writing about social problems
Ophelia,DS,Building a REST API for handing out flowers
Travis Bickle,DS,Creating an app for expressing violent urges
Ludwig Van Beethoven,CS,Creating an app for composing classical music
Ridley Scott,CS,Creating a web interface for making fantasy movies
Pippi Longstocking,DS,Creating a web interface for playing pranks
Tim Burton,CS,Building a service to help making bizarre movies
Darth Vader,DS,Creating a web interface for fighting the forces of good
Darth Vader,DS,Building a REST API for duelling acrobatically
Bruce Banner,DS,Creating an app for losing control
Ridley Scott,CSDS,Building a service to help directing science fiction movies
Savonarola,CS,Building a REST API for ranting about liberals
Agent Phil Coulson,DS,Creating an app for running a clandestine spy organization
Pippi Longstocking,DS,Building a REST API for playing pranks
E.T.,DS,Building a service to help phoning home
Ariel Sharon,CS,Creating a web interface for building giant walls
Matt Drudge,CS,Building a REST API for spreading political gossip
Modesty Blaise,DS,Building a REST API for pulling capers
Mother Teresa,CS,Creating an app for feeding the poor
Jonathan Swift,CSDS,Creating a web interface for writing political satires
Mother Teresa,CS,Creating a web interface for giving to the poor
Leonard Cohen,CS,Building a service to help singing melancholy songs
Dominique Strauss-Kahn,CS,Creating an app for planning orgies
Chandler Bing,DS,Creating a web interface for making sarcastic remarks
Lucifer,DS,Building a REST API for laughing at God
Billy Bob Thornton,CSDS,Creating an app for starring in indy movies
Frank Zappa,CSDS,Building a service to help singing experimental songs
P. T. Barnum,CS,Creating an app for promoting circus attractions
Pinocchio,DS,Creating a web interface for playing poker badly
Meryl Streep,CS,Building a REST API for speaking with funny accents
Jack Bauer,DS,Building a REST API for punishing terrorists
Darth Vader,DS,Creating an app for fighting the forces of good
Meryl Streep,CS,Building a REST API for winning Oscars
Jack Bauer,DS,Creating a web interface for preventing terrorism
Elon Musk,CS,Creating an app for developing new technologies
Dr. John Watson,DS,Building a REST API for writing up case notes
Ralph Nader,CSDS,Creating an app for campaigning for consumer rights
P. T. Barnum,CS,Building a service to help piquing public interest
George Orwell,CS,Creating an app for promoting liberalism
Jabba the Hutt,DS,Creating a web interface for running a smuggling business
Joseph Smith,CS,Creating an app for searching for the messiah
John Constantine,DS,Building a service to help smoking Silk Cut cigarettes
Frank Gehry,CS,Building a REST API for designing modern buildings
Alfred Nobel,CSDS,Building a service to help promoting pacifism
Voltaire,CS,Creating an app for promoting liberal values
Leonardo DiCaprio,CSDS,Creating an app for dating supermodels
Frida Kahlo,CS,Building a service to help painting self-portraits
Sam Winchester,DS,Creating an app for killing demons
Voltaire,CS,Building a REST API for promoting liberal values
Ludwig Van Beethoven,CSDS,Building a service to help playing the piano
Tiny Tim Cratchit,DS,Building a REST API for offering blessings
Salvador Dali,CS,Building a service to help creating optical illusions
Frida Kahlo,CS,Creating an app for painting colorful pictures
Jim Morrison,CS,Building a REST API for writing rock songs
Nigella Lawson,CS,Creating a web interface for cooking dinners
Alan Turing,CS,Building a REST API for studying computability
Charles Dickens,CS,Creating a web interface for writing about social problems
Ray Charles,CS,Creating an app for singing the blues
P. T. Barnum,CS,Building a REST API for promoting circus attractions
Arthur Dent,DS,Creating a web interface for making sandwiches
Charlie Brown,DS,Creating a web interface for playing baseball
Charlie Parker,CSDS,Building a service to help playing jazz saxophone
Richard Dawkins,CSDS,Creating a web interface for explaining natural selection
Keith Richards,CS,Building a service to help playing rock music
Stephen Jay Gould,CSDS,Building a REST API for promoting evolutionary theory
Salman Rushdie,CS,Building a service to help surviving fatwas
Ringo Starr,CS,Creating an app for playing drums
Rafael Nadal,CS,Creating an app for winning tennis tournaments
Abraham Lincoln,CS,Building a service to help fighting for civil rights
Morpheus,DS,Building a REST API for recruiting dissidents
Ridley Scott,CS,Creating an app for making fantasy movies
Dr. John Watson,DS,Building a service to help offering medical opinions
Mrs. Doubtfire,DS,Creating a web interface for impersonating women
Alan Turing,CS,Creating an app for designing computer systems
Bob Marley,CS,Creating a web interface for singing reggae songs
Pippi Longstocking,DS,Creating an app for playing pranks
Helen Keller,CS,Building a service to help reading braille
Jack Bauer,DS,Creating a web interface for punishing terrorists
Salvador Dali,CSDS,Creating an app for painting surreal pictures
Robin Williams,CSDS,Creating a web interface for making madcap comedies
Hercule Poirot,DS,Creating a web interface for pursuing criminals
Noam Chomsky,CS,Building a REST API for promoting democracy
George Orwell,CS,Building a service to help promoting liberalism
Ray Kroc,CS,Creating a web interface for running a fast-food business
Meryl Streep,CS,Creating an app for speaking with funny accents
Edith Piaf,CSDS,Creating a web interface for singing melancholy songs
Deadpool,DS,Building a REST API for undermining authority
Lara Croft,DS,Creating an app for digging for antiquities
Hulk Hogan,CS,Creating a web interface for pretending to fight
Joseph Smith,CS,Building a REST API for searching for the messiah
Keith Moon,CS,Building a REST API for playing drums
Edward Scissorhands,DS,Creating a web interface for trimming bushes
Kate Moss,CS,Creating a web interface for selling cosmetics
